Session Start,Session End,Duration,Emotions,Focus
2025-07-27 12:30:42.056538,2025-07-27 12:30:58.373239,0m 16s,"surprise, neutral, neutral, neutral, neutral, neutral","Focused, Focused, Focused, Focused, Focused, Focused"
