Session Start,Session End,Duration,Emotions,Focus
2025-07-27 12:12:26.250943,2025-07-27 12:12:53.017053,0m 26s,"sad, neutral, fear, neutral, fear, fear","Focused, Focused, Focused, Focused, Focused, Focused"
